movieName;Metascore_w;diff;Author;Summary
ma-ma;5;3;GreatMartin;"[ ""Penelope Cruz is absolutely incandescent in “Ma Ma”   as she seems to be in most Spanish pictures she appears in with Spanish directors leading her, more so than any American movie she has made.   Always a beauty, Cruz, now in her 40s, has added a special look that “Ma Ma” takes advantage of in every frame whether it is looking like an Audrey Hepburn twin with a gamin look or seeing her naked body before and after a mastectomy. Yes there is a screenplay written by Julio Medem, who also directed."", """", ""The story is what use to be known as a 3 hankie weeper and you might as well bring a tissue or two. She is the mother of a young boy, Teo Planell, who wants to be a soccer star and one day she meets a scout, Luis Tosar, who tells her that her son has talent. A few minutes later he hears by phone that his daughter and wife were in a car accident, that his daughter died and his wife was in a coma."", """", ""Oh yes let’s not forget she has a gynecologist, Asier Etxeandia, treating her for cancer who, by the way, sings. Add to that he and his wife are going to adopt a Russian orphan. By the way her husband, and father of her child, Alex Brendemuhl, is on summer vacation with one of his blond female students."", """", ""Forget the story and concentrate on Cruz with short hair, long hair, a wig, no hair, pregnant and swimming, her mastectomy scar after the operation or her full breasts before the operation, living in the real and an unreal world, in her garden with a red rose in her hair talking to an unborn child or any other scene she is in holding your eyes no matter what is going on screen."", """", ""“Ma Ma” is a showcase for Penelope Cruz’s many sides of beauty plus the ability to make a soap opera screenplay hold an audience’s attention for 110 minutes and even get a few tears from them."" ]"
miles-ahead;3;1;GreatMartin;"[ ""“Miles Ahead” is an odd Hollywood bio of a Black jazz musician. It has all the clichés such as his being a heroin/coke addict, physically abusing his wife, (a beautiful Emayatzy Corindealdi), being beaten by police and arrested, a sex addict, etc., but it is told in a very strange way. The film deals with the past and present, sometimes in the same frame, but telling us little about the man himself."", """", ""I was looking forward to this movie because I was/am a big fan of Miles Davis’s music since I saw him for the first time at the Newport Jazz Festival in 1955 when I was 19 when I was on leave from the Marines. I collected all his records and when I lived in NYC in the early 1960s I saw him in many clubs. I just knew the man as a musician nothing about him personally and the film really doesn’t help there."", """", ""There has been good word of mouth about the film, and Dan Cheadle’s performance as Miles Davis, plus his first directorial effort and he co-wrote the screenplay with Steven Baigelman. Miles has a limp but it is never explained just as his very raspy voice isn’t, unless it is and because Cheadle takes that rasp very low we don’t hear it but that’s not really the case. When I got home I googled it and it seems it was due to after operation when he wasn’t suppose to talk for 10 days he yelled on the second day! And the limp was due to a bad hip."", """", ""Another negative is that it turns into an action movie with a car chase!"", """", ""While Cheadle does give a good performance I really don’t see it as an Oscar worthy one though much is being said about it unless it is a reaction to the Oscar nominations of this past February. The movie, like a jam session, is all over the place but the one constant is the music of Miles Davis on the sound track. Here, also, Cheadle makes a misstep by not playing a continuous full out, fully filmed complete music number until the end credits eventually turning into a new rap song."", """", ""Instead of seeing “Miles Ahead” I suggest you put on one of his records, sit back and be transformed by the man’s trumpet playing."" ]"
our-brand-is-crisis-2015;7;5;GreatMartin;"[ ""In a role originally written for George Clooney, Sandra Bullock gives an outstanding performance as Jane Bodine, who was hired to go to Bolivia to help ex-president Castillo get re-elected after 15 years of being out of office. She is matched in a performance by Billy Bob Thornton as Pat Candy who has beaten her in the last 4 elections they have competed. Bullock, walking around in a fog with stringy blonde hair recovering from a breakdown, sober for three years, seeming not quite with it finally breaks out of her stupor when it becomes personal to her and she gets, in her words, ‘pissed off’."", """", ""Not quite as funny as you would expect a political satire to be in this day and age  “Our Brand Is Crisis” misses the pacing of last week’s “Jobs” and the fast talking script that Alan Sorkin could have given it. Also working against it is how the recent debates come across as satire already."", """", ""There is nothing ‘wrong’ with this film but I just didn’t connect with it and even though impressed with Bullock’s performance I just didn’t buy the reasons for her flaws. Joaquim de Almeida is presidential as the way behind contender and Anthony Mackie with Ann Dowd as political consultants along with Scott McNairy,  Zoe Kazan, Dominic Flores, Luis Chavez and Damien Delgado offer strong support."", """", ""Director David Gordon Green and screenwriter Peter Straughan fail the story, film and actors from being what it could have and should have been."" ]"
infinitely-polar-bear;7;5;GreatMartin;"[ ""For 23 years Mark Ruffalo has been a journeyman actor, always becoming the character he is called on to play as in his last 3 films. He was Dave Schultz the wrestling Olympic champ in “Foxcatcher”, Ned Weeks, AIDS activist, in “The Normal Heart”, and in today’s movie “Infinitely Polar Bear” is Cam, husband and father who is bipolar. Though probably not a “STAR” or  “A” list actor as defined in Hollywood he has had 55 nominations for acting roles in movies, on television and the stage. Lucky for us he can star in ‘large’ movies that allow him to star in ‘small’ movies."", """", ""In “Infinitely Polar Bear”, a name his youngest daughter gives to her father who was diagnosed as manic-depressive order in the late 1960s which will become bipolar disorder years later, Cam is handed the responsibility of raising his two daughters, Amelia (Imogene Wolodarsky) and Faith (Ashley Aufderheide) for 18 months in Boston while his wife Maggie (Zoe Saldana) goes to New York to earn her MBA at Columbia in New York while the born to a rich for generations family he is poor."", """", ""The film opens with Cam having a mental breakdown and unable to hold down a job and though his family believed in a first rate education he was kicked out of Harvard and other schools. His background is explained somewhat but it doesn’t go into detail as to why his grandmother would pay his rent for an apartment and, offer him her Bently when his car is really in bad shape, yet won’t offer to send her grandchildren to private school."", """", ""Though based on a true story written by the director-writer Maya Forbes about her family she seems to have handled her father’s illness with humor whether he was experiencing bipolar episodes or going out on a drinking binge. The fact that her mother is an African-American and father white of  an elite Boston family---remember this is in the 1960s--is referred to very briefly in a scene between Maggie and her daughter Amelia, who looks Caucasian as her father and Faith looks Black, telling the former she is Black having a Black mother. Sadly Saldana’s role is underwritten and we learn nothing about her family, or how she learned to deal with her husband’s illness but not why she stopped any sexual relations with him and seems reluctant to resume them."", """", ""Instead of looking into a man’s mind who is bipolar or a family who is biracial, and the problems both situations may have caused, we are given a warm, funny, feel good family movie where it might have been the way the director-writer dealt with the problems."", """", ""Mark Ruffalo IS Cam presenting a bipolar man who is a hoarder, a curser, an alcoholic who clearly loves his wife and daughters and takes care of the latter, not always in the best ways, but doesn’t hold back his love. Zoe Saldana is excellent even if her role is underwritten. Imogene Wolodarsky, as the older daughter, represents a teenager embarrassed by her father, which most teenage girls are, but even with dealing his bipolar loves him more. Ashley Aufderheide, the director’s daughter, is a little preconscious and loud but neither daughter changes in any way over an 18 month period."", """", ""The main reason to see this movie is for another memorable portrait by Mark Ruffalo."" ]"
we-are-your-friends;5;3;GreatMartin;"[ ""This is going to be a review of two films, the first being the movie I saw on the screen called “We Are Your Friends” and the movie I was making in my head called “Wes & Zac, Where From Here?”"", """", ""“We Are Your Friends” is about a DJ, his 3 friends and electric dance music, learning more about the latter than I knew or need to know but, as I have found lately with a few movies, that is more a generation gap than anything else. Incorporated into the movie is a lot of ‘eye candy’ of both sexes along with a screenplay by the director Max Joseph and Meaghan Oppenheimer based on a story by Richard Silverman. It’s an old story offering very few surprises along with an unnecessary ‘aw shucks’ moment during the end credits. Joseph does add a few musical and southern Californian collages that are eye catching and like other films recently, including last week’s “The Diary of a Young Girl” plus last year’s “Birdman”, also uses animation."", """", ""Aside from his good looks Efron hasn’t impressed me yet with his acting though to be fair I have only seen him in 3 films and he does have an impressive scene talking about how a DJ works the crowd. His friends played by Jonny Weston who wants to be a club promoter, actor and drug dealer played by Shiloh Fernandez and Alex Shaffer as the hanger on nerd offer good support. Wes Bentley is a has-been DJ living off his past and has a younger girlfriend, Emily Ratajkowski, with the latter basically in the pretty girl role."", """", ""“We Are Your Friends” was an interesting movie from the point of view I knew nothing about how electronic computer music is made and, of course, nothing wrong with eye candy. It was also interesting for the ‘second movie’ I watched in my head."", """", ""When I saw Wes Bentley, September, 1999, when he was 21, in “American Beauty” I walked out thinking “Wow! This is the next generation’s Kevin Spacey!” For the next decade he descended into the world of drugs admitting he made movies only to make money for drugs. He is 37 today, has been clean since 2009 and between his appearance in a Broadway play in 2010 and playing Seneca Crane in “The Hunger Games” in 2012 he has been working his way back but he lost the momentum of stardom that pursued him 16 years ago."", """", ""Zac Efron had his breakout role in “High School Musical” in 2006 followed by the movie version of the Broadway musical “Hairspray” when he was 19 and 20.  In 2013 at the age of 26 it was reported that he completed an alcohol and substance abuse program. Now at 28 will he have a decade unlike the one Bentley had? Did Wes talk to Zac and give him advice and/or did Zav ask Wes what happened and how could he avoid the same mistakes?"", """", ""Now that’s a film I would like to see---and make!"" ]"
the-100-year-old-man-who-climbed-out-the-window-and-disappeared;3;1;GreatMartin;"[ ""While watching “The 100-Year-Old Man Who Climbed Out The Window And Disappeared” (hereafter called 100!) I would flash on to Peter Sellers in “Being There” and Tom Hanks in “Forrest Gump” more so the latter due to Robert Gustafsson’s performance as a man, Allan, who meets famous people in history and sometimes changes the course of that history."", """", ""The flashbacks to Allan’s earlier years, and his love of pyrotechnics at times, plays with your head and makes you lose track now and then though this movie doesn’t go as deep as the other two but we join him on his adventures after climbing out that window stumbling on a suitcase of money, rescues a elephant and wanting to live and see 101!"", """", ""The biggest problem I had with the film was that it seemed to have been written by at least a dozen writers and had a feeling that ‘too many cooks spoil the broth’ so much to my surprise I see it was written only by the director, Felix Hemgren, who also directed, and Hans Ingemansson based on a best selling Swedish novel by Jonas Jonasson. There are 6 different languages used and characters come and go without explanation. One minute it is a comedy and the next it seems to be reaching for farce while a lot of slapstick is thrown in but it doesn’t quite gel. A lot of the humor fell flat for me though there was a guy in the audience was laughing constantly."", """", ""The cast is led by Robert Gustafsson who doesn’t seem to make the role he plays, that of Allan Karlsson, likeable and for a guy who blows up people, gets sterilized because he ‘must have some Negro blood due to the size of his penis’, kills people and walks away as if nothing happened, that likeability is missing. Allan goes through life seemingly not aware of all the chaos he creates around him and for other people."", """", ""I’m not quite sure who played who but I believe as his partner in crime Iwar Wiklander  seemed more solid than Gustaffson while Mia Skaringer as Gunilla exchanged some sharp dialogue with a few of the men particularly a ‘suitor’ who is ‘almost’ everything."", """", ""While Allen liked this film a lot more than I did I am inclined to put it on my 2015 ‘worst’ list."" ]"
5-flights-up;7;5;GreatMartin;"[ ""After 40 years of marriage, and living in the same Brooklyn walk up apartment, it is obvious that Alex (Morgan Freeman) and Ruth (Diane Keaton) are still in love and very comfortable with each other. They were married at a time interracial couples were still not accepted in 30 States and ‘got looks from people in the other 20’. As it is her parents didn’t accept them. Alex is a painter and Ruth was a teacher whose students became her children when she found out she couldn’t have children."", """", ""In “5 Flights Up” we meet them at a time Alex is getting too old to walk up the 5 flight of steps to their apartment and their 10 year old dog is having spinal problems so they have put their apartment on the market and her niece Lily (Cynthia Nixon), who is a realtor, is handling the sale telling them that they should be able to get a million dollars and they can downsize to a smaller, less expensive place with an elevator."", """", ""Though there is a secondary, needless, plot regarding a ‘terrorist’ this is a sweet movie with no special effects or wild car chases or explosives going off. Due to Freeman and Keaton charms and acting abilities you accept them as the long standing in love couple who know each others faults, quirks and endearments. He knows all the right answers to give her such as asking “What old Lady?” when she points to a recent portrait he had done of her and she remarks that she doesn’t know why he still is painting that old lady. She knows how to manipulate him even when he is aware what she is doing."", """", ""Aside from their love story anyone who has ever sold an apartment or house will recognize the many different types who will show up such as those who just come to see how other people live or the woman who has to lay down on the bed to get the ‘feel’ of the place. Lily gives them nicknames such as ‘the dog ladies’ or ‘blue  leggings’. It is an ongoing gag through the movie."", """", ""Instead of the terrorist story the screenwriter, Charlie Peters, and the director, Richard Loncraine, could have spent more time on the background stories of Freeman and Keaton. In the few flashbacks Claire van der Bloom and Korey Jackson look enough like the present day Alex and Ruth to add believability to the unfolding of the love story if more had been on the screen."", """", ""“5 Flights Up” is a sweet, believable, love story and shows changes that can, do, take place as people age. The photography by Jonathan Freeman shows Manhattan and Brooklyn as clean, sparkling boroughs and the music by David Newman adds, instead of distracts, to the film’s romance."", """", ""While the film won’t win any awards it certainly should be seen to remember when Hollywood knew how to make love stories with happy ever after endings!"" ]"
the-second-best-exotic-marigold-hotel;5;3;GreatMartin;"[ ""Visiting “The 2nd Best Exotic Marigold Hotel’ is like spending time with old, emphasis on old, friends who can be annoying and irritating but are fun to be around."", ""The star power shines brightly and it is sheer fun just to see the banter between the two Dames Dench and Smith, who can be cutting to each other but with an underlying tenderness. It is fun to watch Bill Nighy fumble, stammer and stutter in his pursuit of Dench. Along with Ronald Pickup, Diana Hardcastle, Celia Imrie, Tasmin Greig, Penelope Wilton it is always a joy to watch the world of British actors enjoying every word they say as if it is for the ages."", """", ""Though not quite in the Dench and Smith age range the American actors Richard Gere and David Strathairn seem to battling for the ‘silver fox’ title though Dench could give them a run for the title hair wise."", """", ""Dev Patel, as the young and very enthusiastic owner of the original Marigold Hotel, and engaged to Tina Desai, is looking to expand and add a second exotic Marigold hotel and isn’t above using his mother Lillete Dubey as a pawn, thrusting her into Richard Gere’s arms to help the expansion plans."", """", ""Both on screen and in real life Maggie Smith is 19 days older than Judi Dench and is not above using it to win a point or two. Watching these two Dames you hope they will be around a few more decades to entertain us but then the whole cast, the whole picture has only one job here and that is to entertain us and that they do."", """", ""Director John Madden, as he did in the first film, keeps the actors and the action moving, getting out of the way of the actors so the audience can enjoy them as much as he seems to. Ol Parker, the screenwriter, hands one liners to the actors that he knows will get a smile if for no other reason than the way they will deliver them and that they do."", """", ""Taking advantage of Jaipur, India, and the customs of the Indian people, the wedding that takes place provides an easy happy ending and an excellent Bollywood number."", """", ""Like most sequels “The Second Best Exotic Marigold Hotel” doesn’t have the surprise element of the first but familiarity with the characters, plus the addition of Richard Gere, make up for not having that element of surprise.  Add to the satisfaction of seeing superb British actors enjoying themselves, and who actually let you know they are, plus the enthusiasm and chemistry in their scenes will put a big smile on your face."" ]"
the-road-within;5;3;GreatMartin;"[ ""By default instead of seeing “The Water Diviner” we went to see “The Road Within” a ‘small’ independent movie that wouldn’t be made by one of the big studios."", """", ""The film opens with Vincent (Robert Sheehan) in church  at his mother’s funeral ceremony sitting with his father (Robert Patrick), a politician, when all of a sudden he bursts into twitches and out loud foul language which includes calling the priest a pedophile, a **** telling the other people that the priest dyes his pubic hair. These are expressions of his Tourette’s Syndrome that he claims his brain controls."", """", ""In the next scene we see him being checked into an experiment treatment center in Nevada run by an experimental therapist (Kyra Sedgwick) as she introduces him to his roommate Alex (Dev Patel) who has Obsessive Compulsive Disorder along with a severe germ phobia. Very soon Marie (Zoe Kravitz), who is anorexic and has already had heart failure because of it, comes to Vincent’s room to tell she is to show him around."", """", ""Before you know what is happening Marie steals the keys to the therapist’s car and the trio are off on a road trip to spread Vincent’s mother’s ashes on the ocean in California. The center of the movie revolves how the 3 youths react to, and with, each other. In a way this is a triangle but not in the way you may think."", """", ""Kyra Sedgwick is wasted in her role and though Robert Patrick has 2 effective scenes it is the 3 young stars who save the movie that doesn’t really know whether it wants to be a  comedy or not and is hesitant to deal with what is known about the illnesses."", """", ""Dev Patel, at 24, is building an excellent resume with his Slumdog Millionaire, the 2 Best Exotic Marigold Hotel films, this film and his role in the television series The Newsroom. I was not familiar with Zoe Kravitz, 26, before this film though she does have 2 famous parents plus having been in 26 films including 2 X-Men films and Insurgent: the Divergent series and will be in Mad Max opening in May. The most impressive is 27 year old Irish actor Robert Sheehan who I am certainly looking forward to seeing more of in future movies and will look into the 12 films he has already made."", """", ""“The Road Within” probably won’t be seen by many people but should be if no other rason the acting of the 3 young leads."" ]"
the-longest-ride;7;5;GreatMartin;"[ ""I was born with, raised on and spent the first 20 years of my life living with, and believing, in Hollywood movies. I believed all young male lovers were handsome (and hairless) and all young female lovers were pretty and both had beautiful, usually blue eyes. Their stories consisted of meeting, falling in love, having something come along to break them up and, most important of all, everyone lived happily ever after. I knew all older folks were played by first class character actors and everything took place in beautiful towns, cities, counties, States and countries."", """", ""The difference between films of yesterday and those of today, like “The Longest Ride”, are that in today nude bodies and sex scenes are seen where in the past all were hidden by fireworks, drapes blowing in the wind, shower curtains, all indicating what was taking place and leaving it to the imagination. Oh yes, in the 1930s to the 1950s men’s chests were shaved clean."", """", ""You will either hate or love “The Longest Ride” but you will know what you are seeing before you walk in as Nicholas Sparks books and movies follow a well tread formula. There is nothing new and you know from the moment Luke (Scott Eastwood) sees and hands his black cowboy hat to Sophia (Britt Robertson) what will happen. Here you get two love stories for the price of one because due to circumstances we also get to follow the love story of Ruth (Oona Chaplin) and Ira Levinson (Jack Houston 70 years ago and Alan Alda today) told in old Ira’s memories and letters he wrote every day to his wife."", """", ""Just for the record Scott Eastwood is the son, and in my opinion, better looking than his dad Clint was at the same age, Jack Houston is the grandson of John and Oona is the granddaughter of Charlie and daughter of Geraldine."", """", ""As in most movies logic has to be checked at the door and in this case whether the 1940s or 2000s it seems Black people don’t/didn’t exist in North Carolina and in each case of the couples both males and females are from different worlds but don’t really present a problem unless the plot requires it."", """", ""There are cameos by Gloria Reuben (and, no, I am not contradicting my statement about Black people in North Carolina) and Lolita Davidovich, who are always welcome on the screen."", """", ""The younger actors acquit themselves well though Jack Houston seems lacking personality while Alan Alda walks away with the acting honors. Scenes of the mountains, beaches and lakes of North Carolina are sometimes breathtaking."", """", ""“The Longest Ride”, like Luke’s comfort food of mac ‘n cheese, is a comfort movie of yesterday."" ]"
mcfarland-usa;8;6;GreatMartin;"[ ""“McFarland, USA” is a film that should be busting records this weekend but will probably be lucky to even make it in the top 5 grossing films. Based on a true story, showing the real people at the end, the reel people do an excellent job holding your interest in what is a formula movie where you know it is heading, including who will ‘save the day’."", """", ""Directed by Niki Caro and a story and screenplay by Christopher Cleveland and Bettina Gilios,  will put a smile on your lips and occasional tears to the eyes not by any manipulation but just presenting what happened. About half way through the movie, from the scene where poor boys who have never seen the ocean dive in with pure joy until the fade out you will be moved."", """", ""We are taken to the real town of Mcfarland, California, where the population are mainly poor Mexican-Americans and teenagers are lucky just to graduate high school. The most they can see of their life is picking vegetables and fruits, not getting paid by the hour or pound  but by the field, to help their family."", """", ""Having recently been fired from his job for being too rough with a student Jim White (Kevin Costner) and his wife  (Maria Bello), teenage daughter (Morgan Saylor) and preteen (Elsie Fisher) finds themselves fish out of water in McFarland where you don’t find hamburgers but tacos, neighbors present you with a live chicken as a welcome present and not only explain what a Quinceanera is but make one for the teenager as she celebrates her 15 birthday."", """", ""White, of course, is made fun of not only for his name but his not understanding what people who are different from him go through just to make it to the next day. Talking the principal (Valente Rodriguez) into letting him start a cross country running team, after seeing a couple of the boys run, not knowing anything about coaching runners you know where the picture is going even if you aren’t aware of the true outcome."", """", ""Never having been a fan of Costner’s in the sense I had to go see his pictures I will say after seeing him last month in “Black & White” and now in this one I am definitely a fan of his. All the adult performers, including the mother of  3 boys who are runners, and who live next door, played by Diana Maria Riva, are excellent but it is the boys: Ramiro Rodriguez, Carlos Pratts, Hector Duran, Sergio Avelar, Rafael Martinez, Johnny Ortiz and Michael Aguero that are the backbone of the movie."", """", ""“McFarland, USA” is a must see movie if you like upbeat, moving, feel good, get your pulse going and leaving with a smile on your face movies."" ]"
beyond-the-lights;7;5;GreatMartin;"[ ""On May 16, 2014, I saw and wrote a review of a movie called “Belle” and ended it with “THIS IS A MUST SEE MOVIE AND YOU MUST SEE GUGU MBATHA-RAW!”"", """", ""And it is still on my list of 5 of the best movies of the about 50 I have seen this year!"", """", ""Today, 6 months later, I saw “Beyond The Lights” and the bottom line is THIS IS A MUST SEE MOVIE AND YOU MUST SEE GUGU MBATHA-RAW! (Also Nate Parker and Minnie Driver but more about that later.)"", """", ""Unless you have never seen a show business movie there isn’t a spoiler in this movie as screenwriter Gina Prince-Bythewood has written every cliché into it from the overbearing stage mother. the super star rapper who mistreats the rising star, the record producer who manipulates her and to the boy meets girl, boy loses girl, boy gets girl plot. The differences are that the screenwriter is also the director who really believes in the material and performances that lift it above the clichés. Prince-Bythewood makes this a good old romance movie that we haven’t seen in awhile."", """", ""Let’s start with Gugu Mbatha-Raw who takes a role completely opposite that of the one who played Belle in the movie of that name. She is in sexy, almost not there, outfits showing off a great figure, does choreography that show of her sexuality, sings rap and a Nina Simone song, “Blackbird”, that shows off a vocal ability she could make a living at and, yes, her acting. She takes the role of a wounded bird who learns to fly free and makes it fresh and new."", """", ""Her costar Nate Parker, as police officer, Kaz, with a police captain father, played by Danny Glover, who is grooming him to enter politics with unlimited potential, shares a chemistry with Mbatha-Raw that lights up the screen. They make a good old fashioned screen couple that makes you root for them all the way, not to mention they are both very sexy looking people."", """", ""Minnie Driver as the stage mother, who can be overbearing, does such a fine job she almost steals the picture and keeps you on her side even though you know and can see the damage she has done her daughter."", """", ""Colson ‘MGK’ Baker as the super star rapper, with more tattoos than I have ever seen on an actor, along with the rest of the cast such as India Jean-Jacques, Benito Martinez, Aml Ameen and Aisha Hinds, along with others support, the stars with first class performances."", """", ""The soundtrack featuring new songs, will also introduce Nina Simone to a new generation though I wished they had her singing a couple of songs."", """", ""Though this won’t be among my top 5 pictures to see I will end it with YOU MUST SEE GUGU MBATHA-RAW and see it on the big screen!"" ]"
the-best-of-me;4;2;GreatMartin;"[ ""In “The Best Of Me” it is 1992 and Amanda (Liana Liberato) and Dawson (Luke Bracey--looking too old) become high school sweethearts. She comes from a wealthy Louisiana family while he is described as ‘poor white trash’ by his father (Sean Bridgers), with her father, Jon Tenney, trying to buy Dawson off, not succeeding. For unknown reasons Dawson leaves the town and Liana."", """", ""Twenty years later we meet Dawson (James Marsden) who is now an oil rig worker who just escaped death and Amanda (Michelle Monaghan) is married, has a son, lost a younger daughter to leukemia and whose husband (Sebastian Arcelus) is a drunkard."", """", ""Based on a book by Nicholas Sparks, with the screenplay by J. Mills Goodloe and Will Fetters, we know true love won’t run smooth. Along the way we meet Dawson’s two redneck brothers played byHunter Burke and Rob Mello, Gerald McRaney, as Tuck, his mentor and the reason for Amanda and Dawson getting together again all these years later. The writers throw in all the cliché twists and turns that good romance novels/films have hopefully in paying off with the audience in tears. There are two surprise twists that unfortunately are telegraphed before they happened."", """", ""The soundtrack tries to work on the heartstrings while Louisiana is photographed in all its hanging moss glory, skies with millions of stars, the actors looking their best and"", """", ""A HUGE mistake, which might not have been as obvious had the movie not constantly shifted between 1992 and 2012, is the fact that the younger Dawson, not only looking too old, has no resemblance to the older Dawson plus none to his father and two brothers. At least the young and older Amanda both have long curled hair so there is some resemblance. All the actors do what is required of them and there is chemistry between the younger Amanda and Dawson along with the older pair."", """", ""“The Best Of Me” is not an unforgettable romance movie but gives the audience what it comes for, though logic has to be left at the door when walking in. Having to choose between this movie and “Fury” we made a good choice."" ]"
the-november-man;4;2;GreatMartin;"[ ""A veteran actor in the lead with a newcomer as his ‘student? CHECK! Car chases? CHECK! Car crashes? CHECK! Cars blown up? Check! An enemy who is the hero’s friend? CHECK! Doubles crosses? CHECK! People having secrets? CHECK! A pretty woman or three? CHECK! Bodies pile up as movie goes on? CHECK! A lot of computer work? CHECK! A lot of cell phones used? CHECK! And then disposed of? CHECK! A female villain in a non-James Bond film dressed in black leather and made up severely? CHECK! CIA? CHECK! Russian bad guys? CHECK! A ‘hot’ sex scene between two young leads? CHECK!"", """", ""Hey folks does this tell you that “The November Man” is a spy thriller? It is and for that reason alone leave your logic checked at the door and don’t ask any questions. Sit back in your chair and watch Pierce Brosnan, playing a less suave James Bond, shoot 10 guys, with guns, in a row without getting a scratch, though he does have a few scratches later on. His trainee, Luke Bracey, does the shower scene that Brosnon would have done 30 years ago while Olga Kurylenko is the 21st century idea of a femme fatale. Along the way are Mediha Musliovic, Bill Smitrovich, Will Patton, Lazar Ristovski and others playing both sides of the fences. Oh yes, something added to spy thrillers now, there is a big fight and chase between two females."", """", ""“The November Man” is nothing you haven’t seen before unless you haven’t watched a movie in 50 years. It is a mindless, foolish, fast paced, enjoyable, yes enjoyable, movie to see over the weekend as you wait for the possible Oscar contenders start showing next month."" ]"
winters-tale;3;1;GreatMartin;"[ ""Do you believe a prince kissing a princess will bring her back to life? Do you believe in white horses growing wings and flying? Do you believe in people turning into stars after dying? Do you believe in Lucifer, Hell and Heaven? How about the super-natural? Do you believe in love?"", """", ""It being Valentine's Day weekend 3 romantic movies and \""RoboCop\"" opened up. Being a romantic I picked \""Winter's Tale\"" and I am still not sure what I saw! Winter's Tale opens on a confusing note spending time in 2014 and 1914 but quickly turns into an early 20th century love story between an orphan, Peter Lake (played by Colin Farrell, and an heiress Beverly Penn (played by Jessica Brown Findlay) who has consumption. Pearly Soames (Russell Crowe), who brought up Peter, taught him how to be a master thief with a natural penchant for fixing anything mechanical, including opening safes and they have a falling out. Along with being an Irish mob leader, it is the early 1900s in New York City, Pearly is also one of Lucifer's (Will Smith!)workers and he is out to end Peter's life."", """", ""Without giving away any spoilers we are suddenly in 2014 with Peter not having aged a day since we last saw him but with amnesia. He meets Virginia Gamely (Jennifer Connelly) a newspaper reporter and her young daughter Abby (Ripley Sobo) who is dying of cancer. Pearly, also ageless, is also in New York to get Peter."", """", ""The biggest surprise in the movie is the appearance of Eva Marie Saint as Willa, Beverly's younger sister, at her real age of 90. It has been 60 years since she won her Oscar for On The Waterfront and, yes, she has aged, but watching a movie like this you can see the young Edie Doyle of that movie. William hurt as Issac Penn the father of Beverly and Willa does what he can with what little he is given to work with. Almost unrecognizable is Matt Bomer in a cameo."", """", ""Colin Farrell, with his caterpillar eyebrows and puppy eyes, plays the lover role well as does Jessica Brown Findlay as the ethereal Beverly. Russell Crowe, a lot thinner than he has been in the past few years, plays Pearly as the gangster of the century sometimes going a little overboard with the accent."", """", ""New York, especially Central Park in both centuries, is shown as the vibrant city it is known as the world over."", """", ""Director and screenwriter Akiva Goldsman doesn't quite capture the novel, by Mark Helprin, that the picture is based on but there are quite a few breath taking shots throughout the movie, including the flying horse."", """", ""The love story is touching but the rest of the movie brought laughs at the wrong places and snorts at some of the explanations. And what was the cause of the scar on Pearly Soames?"", """", ""\""Winter's Tale\"" is good when it concentrates in the first hour on the love story and with Eva Marie Saint's appearance almost saving the last hour of supernatural happenings."" ]"
fast-furious-6;4;2;GreatMartin;"[ ""Most action movies ask you to leave your logic at the door but “Fast and Furious 6” also asks you to check your brains there--if you really want to enjoy it. Having never seen the other 5 chapters I don’t know if the crashed car count has been as high in this one but there is no way you can keep count of how many go flying, turn over, crash into others along with other ways to end a cars life. You just have to laugh out loud at how the good guys and gals do all sorts of crazy things with their cars and then just drive off as if nothing happened."", """", ""Two of the wildest people scenes are when a guys is twisted every which way and he then sits down and starts working on a computer and the other has to be seen showing two people going through the air for many feet, crash onto the windshield break it and walk away without a scratch! The audience just hooted and hollered."", """", ""There is somewhat of a plot but you know what will happen as soon as you see the villain with his pencil thin mustache, Luke Evans as Owen Shaw, who wants to dominate the world. His main competition for screen time are the huge arms of  Dwayne Johnson which almost seem reluctant to make room for anyone or anything else  in one scene after another. The cast is more than up to what is required of them in the acting department with Michelle Rodriguez believable as Letty who has amnesia, Chris Bridges and Tyrese Gibson bringing what intentional humor there is in the screenplay by Chris Morgan, though there is a lot more unintentional humor, along with Vin Diesel, Paul Walker, Jordana Brewster, Sung Kang and the rest of the actors."", """", ""Justin Lin directed the film, with a lot of help from special effects, handling cars, airplanes and a tank with the ease of the  director photographer, Stephen F. Windon, going around the world. There are chases in London, among many other major cities, starting with 2 cars twisting and turning down a mountain road in the Canary Islands. In “7” he really should put the bad guys/women in black and the good guys/women in white because there are many hand to hand fight scenes that it is hard to tell who is who, not that it makes a difference. Also there is supposedly a HUGE surprise near the end that really doesn’t surprise anyone as it is sort of just thrown away. I thought the music might be a problem after the pounding beat when the movie started but soon the crashes were too loud and too muchto hear any music."", """", ""Check your logic, and brains, at the door and go see “Fast And Furious 6” for movie magic! Yes they really do walk away without a scratch after crashing into the windshield."" ]"
